municipio_distrito;fecha_informe;casos_confirmados_activos_ultimos_14dias;tasa_incidencia_acumulada_activos_ultimos_14dias;casos_confirmados_ultimos_14dias;tasa_incidencia_acumulada_ultimos_14dias;casos_confirmados_totales;tasa_incidencia_acumulada_total;codigo_geometria
Villamanrique de Tajo;2020/06/09 07:00:00;;0;;0;;568,99;1739
Cobeña;2020/06/09 07:00:00;;0;;26,93;88;1184,71;0416
Fresnedillas de la Oliva;2020/06/09 07:00:00;;0;;0;9;572,52;0565
Valdilecha;2020/06/09 07:00:00;;0;;0;19;647,8;1659
El Berrueco;2020/06/09 07:00:00;;0;;0;8;1052,63;0210
Pezuela de las Torres;2020/06/09 07:00:00;;0;;0;;237,53;1111
Villar del Olmo;2020/06/09 07:00:00;;0;;0;;198,91;1795
Guadarrama;2020/06/09 07:00:00;;12,48;;18,71;233;1453,34;0685
San Martín de Valdeiglesias;2020/06/09 07:00:00;;11,82;;35,47;100;1182,17;1338
Torrelodones;2020/06/09 07:00:00;;0;;16,87;359;1513,68;1527
Boadilla del Monte;2020/06/09 07:00:00;;3,67;7;12,83;395;723,84;0225
Torrejón de Velasco;2020/06/09 07:00:00;;0;;45,64;22;502,05;1505
Villanueva de Perales;2020/06/09 07:00:00;;0;;0;;319,9;1782
Tielmes;2020/06/09 07:00:00;;0;;37,74;36;1358,49;1467
San Sebastián de los Reyes;2020/06/09 07:00:00;7;7,84;21;23,52;608;681,03;1343
Guadalix de la Sierra;2020/06/09 07:00:00;;0;;16,09;53;852,91;0679
Humanes de Madrid;2020/06/09 07:00:00;;0;10;50,65;136;688,85;0730
Chinchón;2020/06/09 07:00:00;;0;;37,52;31;581,5;0528
Cadalso de los Vidrios;2020/06/09 07:00:00;;98,72;;131,62;15;493,58;0318
Hoyo de Manzanares;2020/06/09 07:00:00;;11,86;;23,71;44;521,7;0724
Torrejón de la Calzada;2020/06/09 07:00:00;;11,27;;11,27;41;462,13;1492
Estremera;2020/06/09 07:00:00;;0;;0;10;793,65;0552
Corpa;2020/06/09 07:00:00;;0;;0;6;841,51;0480
Meco;2020/06/09 07:00:00;;6,99;;20,97;145;1013,63;0838
Madarcos;2020/06/09 07:00:00;;0;;0;;0;0783
Zarzalejo;2020/06/09 07:00:00;;0;;0;43;2593,49;1837
Arganda del Rey;2020/06/09 07:00:00;;0;;7,22;370;668;0148
Collado Mediano;2020/06/09 07:00:00;;0;;0;33;474,27;0468
Daganzo de Arriba;2020/06/09 07:00:00;;0;;0;45;440,96;0534
Manzanares El Real;2020/06/09 07:00:00;;0;;11,31;46;520,36;0822
Buitrago del Lozoya;2020/06/09 07:00:00;;0;;0;16;849,26;0278
Valdelaguna;2020/06/09 07:00:00;;0;;0;;106,72;1570
Valdepiélagos;2020/06/09 07:00:00;;0;;0;;0;1631
Casarrubuelos;2020/06/09 07:00:00;;0;;0;11;291,16;0360
Miraflores de la Sierra;2020/06/09 07:00:00;;0;;0;39;638,51;0856
Paracuellos de Jarama;2020/06/09 07:00:00;;0;;7,91;79;312,64;1049
El Vellón;2020/06/09 07:00:00;;0;;0;14;715,02;1684
Lozoya;2020/06/09 07:00:00;;0;;0;;172,12;0761
Collado Villalba;2020/06/09 07:00:00;;4,71;15;23,56;558;876,27;0474
Colmenarejo;2020/06/09 07:00:00;;0;;0;50;547,65;0442
Villavieja del Lozoya;2020/06/09 07:00:00;;0;;0;;0;1821
Prádena del Rincón;2020/06/09 07:00:00;;0;;0;;0;1179
La Cabrera;2020/06/09 07:00:00;;0;;0;12;449,94;0301
Sevilla la Nueva;2020/06/09 07:00:00;;32,2;9;96,59;154;1652,72;1415
La Acebeda;2020/06/09 07:00:00;;0;;0;;0;0014
Redueña;2020/06/09 07:00:00;;0;;0;;769,23;1219
Robledillo de la Jara;2020/06/09 07:00:00;;0;;0;;1250;1245
La Serna del Monte;2020/06/09 07:00:00;;0;;0;;0;1381
Colmenar de Oreja;2020/06/09 07:00:00;;0;;12,45;28;348,61;0437
Rozas de Puerto Real;2020/06/09 07:00:00;;377,36;;377,36;;943,4;1283
Valdemanco;2020/06/09 07:00:00;;0;;0;;218,82;1586
Brunete;2020/06/09 07:00:00;;0;;0;117;1089,79;0262
Titulcia;2020/06/09 07:00:00;;0;;0;9;685,45;1473
Villa del Prado;2020/06/09 07:00:00;;15,34;;76,69;135;2070,55;1718
Lozoyuela-Navas-Sieteiglesias;2020/06/09 07:00:00;;0;;0;;230,95;9015
Quijorna;2020/06/09 07:00:00;;0;;0;34;988,66;1198
Valdemoro;2020/06/09 07:00:00;;6,58;14;18,43;870;1144,99;1610
Tres Cantos;2020/06/09 07:00:00;;0;7;14,67;453;949,25;9036
Torrelaguna;2020/06/09 07:00:00;;0;;63,03;26;546,22;1512
Rivas-Vaciamadrid;2020/06/09 07:00:00;;4,54;14;15,88;608;689,73;1230
El Atazar;2020/06/09 07:00:00;;0;;0;;0;0164
Pedrezuela;2020/06/09 07:00:00;;33,94;;67,89;36;611;1087
Santa María de la Alameda;2020/06/09 07:00:00;;0;;0;7;558,21;1356
Horcajuelo de la Sierra;2020/06/09 07:00:00;;0;;0;;0;0719
Arroyomolinos;2020/06/09 07:00:00;;9,56;9;28,67;197;627,47;0151
Moralzarzal;2020/06/09 07:00:00;;7,68;;30,71;80;614,16;0908
Canencia;2020/06/09 07:00:00;;0;;0;;671,14;0344
Villarejo de Salvanés;2020/06/09 07:00:00;;0;;13,63;39;531,7;1809
Serranillos del Valle;2020/06/09 07:00:00;;0;;72,03;39;936,37;1408
Villaviciosa de Odón;2020/06/09 07:00:00;;3,59;;17,96;229;822,71;1816
Camarma de Esteruelas;2020/06/09 07:00:00;;0;;27,26;45;613,41;0323
Robledo de Chavela;2020/06/09 07:00:00;;0;;46,84;29;679,16;1258
Patones;2020/06/09 07:00:00;;0;;554,53;15;2772,64;1071
Navalagamella;2020/06/09 07:00:00;;0;;38,31;8;306,51;0954
Rascafría;2020/06/09 07:00:00;;0;;0;6;360,58;1202
El Boalo;2020/06/09 07:00:00;;0;;0;46;612,68;0231
Majadahonda;2020/06/09 07:00:00;;5,57;19;26,45;622;865,98;0800
Batres;2020/06/09 07:00:00;;0;;118,76;10;593,82;0170
Alcobendas;2020/06/09 07:00:00;;0,85;16;13,67;884;755,3;0066
Alcalá de Henares;2020/06/09 07:00:00;7;3,58;32;16,36;2489;1272,18;0053
Colmenar Viejo;2020/06/09 07:00:00;;1,97;8;15,76;492;969,42;0455
San Fernando de Henares;2020/06/09 07:00:00;;10,14;7;17,75;442;1120,92;1300
Villalbilla;2020/06/09 07:00:00;;0;;0;94;677,33;1723
El Escorial;2020/06/09 07:00:00;;0;;24,75;146;903,35;0549
Colmenar del Arroyo;2020/06/09 07:00:00;;0;;57,97;53;3072,46;0421
Torrejón de Ardoz;2020/06/09 07:00:00;10;7,61;61;46,43;1106;841,86;1489
Piñuécar-Gandullas;2020/06/09 07:00:00;;0;;0;;0;1147
Brea de Tajo;2020/06/09 07:00:00;;190,84;;190,84;7;1335,88;0259
El Molar;2020/06/09 07:00:00;;0;;11,19;41;458,72;0869
Belmonte de Tajo;2020/06/09 07:00:00;;0;;0;;300,48;0199
Torres de la Alameda;2020/06/09 07:00:00;;0;;0;80;1028,41;1548
Somosierra;2020/06/09 07:00:00;;0;;0;;2325,58;1436
Alpedrete;2020/06/09 07:00:00;;0;;20,58;149;1022,3;0105
Orusco de Tajuña;2020/06/09 07:00:00;;0;7;562,7;24;1929,26;1028
La Hiruela;2020/06/09 07:00:00;;0;;1754,39;;3508,77;0698
Cervera de Buitrago;2020/06/09 07:00:00;;0;;0;;2000;0395
Getafe;2020/06/09 07:00:00;17;9,27;67;36,54;1534;836,54;0650
Ribatejada;2020/06/09 07:00:00;;0;;0;;255,43;1224
Villaconejos;2020/06/09 07:00:00;;0;;0;9;265,64;1701
Valdetorres de Jarama;2020/06/09 07:00:00;;0;;0;18;400,27;1646
Madrid-Retiro;2020/06/02 07:00:00;24;20,11;56;46,93;1597;1338,45;079603
Madrid-Salamanca;2020/06/02 07:00:00;6;4,11;30;20,53;1740;1190,93;079604
Madrid-Centro;2020/06/02 07:00:00;9;6,67;27;20,02;1213;899,53;079601
Madrid-Arganzuela;2020/06/02 07:00:00;7;4,55;67;43,56;1717;1116,36;079602
Madrid-Chamartín;2020/06/02 07:00:00;9;6,17;43;29,48;1770;1213,58;079605
Madrid-Tetuán;2020/06/02 07:00:00;7;4,43;23;14,55;2198;1390,94;079606
Madrid-Chamberí;2020/06/02 07:00:00;10;7,17;39;27,98;1681;1206,06;079607
Madrid-Fuencarral-El Pardo;2020/06/02 07:00:00;12;4,88;50;20,33;3181;1293,41;079608
Madrid-Moncloa-Aravaca;2020/06/02 07:00:00;10;8,37;31;25,96;1519;1271,99;079609
Madrid-Latina;2020/06/02 07:00:00;39;16,37;108;45,34;2946;1236,68;079610
Madrid-Carabanchel;2020/06/02 07:00:00;23;9,09;91;35,95;2848;1125,25;079611
Madrid-Usera;2020/06/02 07:00:00;;3,58;25;17,89;1455;1041,21;079612
Madrid-Puente de Vallecas;2020/06/02 07:00:00;23;9,79;131;55,78;3199;1362,11;079613
Madrid-San Blas - Canillejas;2020/06/02 07:00:00;6;3,79;22;13,91;1531;968,12;079620
Madrid-Barajas;2020/06/02 07:00:00;;4,09;8;16,34;450;919,4;079621
Madrid-Moratalaz;2020/06/02 07:00:00;17;17,98;71;75,08;1416;1497,3;079614
Madrid-Ciudad Lineal;2020/06/02 07:00:00;13;6,01;44;20,34;2339;1081,45;079615
Madrid-Hortaleza;2020/06/02 07:00:00;11;5,85;43;22,85;1848;982;079616
Madrid-Villaverde;2020/06/02 07:00:00;6;4,03;26;17,46;1484;996,33;079617
Madrid-Villa de Vallecas;2020/06/02 07:00:00;7;6,34;28;25,37;1267;1148,01;079618
Madrid-Vicálvaro;2020/06/02 07:00:00;13;18,03;28;38,84;882;1223,45;079619
Pozuelo de Alarcón;2020/06/02 07:00:00;7;8,1;24;27,77;850;983,55;1150
Alcorcón;2020/06/02 07:00:00;10;5,86;42;24,63;1933;1133,63;0072
Navalcarnero;2020/06/02 07:00:00;6;20,48;29;98,98;212;723,6;0967
San Agustín del Guadalix;2020/06/02 07:00:00;;7,47;;37,37;82;612,9;1296
Las Rozas de Madrid;2020/06/02 07:00:00;;3,13;14;14,61;854;891,31;1277
Moraleja de Enmedio;2020/06/02 07:00:00;;0;;38,94;29;564,64;0894
Valdaracete;2020/06/02 07:00:00;;0;;164,2;7;1149,43;1551
Pozuelo del Rey;2020/06/02 07:00:00;;0;;87,18;;261,55;1163
Puebla de la Sierra;2020/06/02 07:00:00;;0;;0;;0;1185
Perales de Tajuña;2020/06/02 07:00:00;;0;;0;11;374,79;1104
Valdemorillo;2020/06/02 07:00:00;;0;;7,99;51;407,41;1603
Navalafuente;2020/06/02 07:00:00;;0;;69,01;8;552,1;0941
Velilla de San Antonio;2020/06/02 07:00:00;;0;;8,17;77;629,29;1678
Villanueva de la Cañada;2020/06/02 07:00:00;;13,99;11;51,29;173;806,71;1760
Villanueva del Pardillo;2020/06/02 07:00:00;;0;;17,46;112;651,92;1776
Nuevo Baztán;2020/06/02 07:00:00;;0;;47,8;32;509,88;1006
Villamantilla;2020/06/02 07:00:00;;69,4;;69,4;8;555,17;1757
Villamanta;2020/06/02 07:00:00;;0;;0;16;626,22;1744
Cabanillas de la Sierra;2020/06/02 07:00:00;;0;;0;10;1322,75;0297
Cenicientos;2020/06/02 07:00:00;;98,38;;98,38;34;1672,41;0376
Puentes Viejas;2020/06/02 07:00:00;;0;;0;;294,55;9020
Aranjuez;2020/06/02 07:00:00;6;10,07;7;11,74;468;785,14;0133
Cercedilla;2020/06/02 07:00:00;;14,23;;56,93;123;1750,64;0382
Santorcaz;2020/06/02 07:00:00;;0;;0;7;790,07;1369
Coslada;2020/06/02 07:00:00;;4,9;25;30,61;850;1040,89;0493
Morata de Tajuña;2020/06/02 07:00:00;;0;;13,02;98;1275,54;0915
Robregordo;2020/06/02 07:00:00;;0;;0;;0;1261
Navarredonda y San Mamés;2020/06/02 07:00:00;;0;;0;;775,19;0973
Venturada;2020/06/02 07:00:00;;0;;0;;138,7;1697
Navacerrada;2020/06/02 07:00:00;;0;;33,65;19;639,3;0936
Montejo de la Sierra;2020/06/02 07:00:00;;0;;0;;283,29;0881
Fresno de Torote;2020/06/02 07:00:00;;0;;0;14;630,35;0571
Pinilla del Valle;2020/06/02 07:00:00;;0;;0;;0;1126
Valdemaqueda;2020/06/02 07:00:00;;0;;0;;640,2;1599
Navas del Rey;2020/06/02 07:00:00;;34,27;;102,81;81;2775,87;0992
Olmeda de las Fuentes;2020/06/02 07:00:00;;0;;0;;862,07;1013
Bustarviejo;2020/06/02 07:00:00;;0;;39,95;10;399,52;0284
Becerril de la Sierra;2020/06/02 07:00:00;;0;;35;35;612,53;0186
Fuenlabrada;2020/06/02 07:00:00;10;5,16;28;14,46;1645;849,25;0587
Garganta de los Montes;2020/06/02 07:00:00;;0;;0;;288,18;0626
Pinto;2020/06/02 07:00:00;;7,62;18;34,27;314;597,8;1132
Alameda del Valle;2020/06/02 07:00:00;;0;;0;;0;0035
Berzosa del Lozoya;2020/06/02 07:00:00;;0;;0;;975,61;0203
Los Santos de la Humosa;2020/06/02 07:00:00;;0;;0;20;772,2;1375
El Álamo;2020/06/02 07:00:00;;31,68;6;63,36;102;1077,09;0040
Pelayos de la Presa;2020/06/02 07:00:00;;0;;0;19;731,9;1090
Galapagar;2020/06/02 07:00:00;;8,89;6;17,78;291;862,43;0611
Griñón;2020/06/02 07:00:00;;9,69;;19,38;109;1056,3;0663
Gargantilla del Lozoya y Pinilla de Buitrago;2020/06/02 07:00:00;;0;;0;;949,37;0632
Aldea del Fresno;2020/06/02 07:00:00;;0;;35,24;61;2149,4;0088
Carabaña;2020/06/02 07:00:00;;0;;0;14;696,52;0357
Talamanca de Jarama;2020/06/02 07:00:00;;0;;25,93;65;1685,25;1454
Chapinería;2020/06/02 07:00:00;;42,96;;42,96;8;343,64;0513
Ciempozuelos;2020/06/02 07:00:00;;12,2;11;44,73;265;1077,59;0409
Ajalvir;2020/06/02 07:00:00;;0;;0;35;742,78;0029
San Lorenzo de El Escorial;2020/06/02 07:00:00;;5,44;;27,22;149;811,15;1317
Gascones;2020/06/02 07:00:00;;0;;0;;0;0647
San Martín de la Vega;2020/06/02 07:00:00;;0;;26,08;101;526,86;1322
Móstoles;2020/06/02 07:00:00;22;10,52;65;31,07;2244;1072,74;0920
Leganés;2020/06/02 07:00:00;28;14,75;111;58,46;3222;1697,03;0745
Braojos;2020/06/02 07:00:00;;0;;0;;975,61;0246
Cubas de la Sagra;2020/06/02 07:00:00;;0;;0;30;467,8;0506
Algete;2020/06/02 07:00:00;;19,41;8;38,81;129;625,88;0091
Mejorada del Campo;2020/06/02 07:00:00;;8,59;;12,89;193;829,25;0843
Loeches;2020/06/02 07:00:00;;0;;0;50;568,76;0758
Parla;2020/06/02 07:00:00;;3,84;21;16,14;796;611,72;1065
Fuentidueña de Tajo;2020/06/02 07:00:00;;0;;97,42;19;925,47;0604
Ambite;2020/06/02 07:00:00;;0;;0;7;1182,43;0112
Torremocha de Jarama;2020/06/02 07:00:00;;0;7;686,95;15;1472,03;1533
Anchuelo;2020/06/02 07:00:00;;0;;0;8;629,43;0127
Los Molinos;2020/06/02 07:00:00;;0;;0;53;1207,56;0875
Soto del Real;2020/06/02 07:00:00;;11,36;;22,73;75;852,37;1441
Valverde de Alcalá;2020/06/02 07:00:00;;0;;0;8;1720,43;1662
Fuente el Saz de Jarama;2020/06/02 07:00:00;;14,93;;29,87;40;597,37;0590
Horcajo de la Sierra-Aoslos;2020/06/02 07:00:00;;0;;0;;2068,97;0702
Valdeolmos-Alalpardo;2020/06/02 07:00:00;;0;;0;11;265,96;1625
Campo Real;2020/06/02 07:00:00;;0;;32,21;29;466,99;0339
Valdeavero;2020/06/02 07:00:00;;0;;64,35;10;643,5;1564
Villamanrique de Tajo;2020/06/02 07:00:00;;0;;0;;568,99;1739
Cobeña;2020/06/02 07:00:00;;0;;13,46;86;1157,78;0416
Fresnedillas de la Oliva;2020/06/02 07:00:00;;0;;0;9;572,52;0565
Valdilecha;2020/06/02 07:00:00;;0;;0;19;647,8;1659
El Berrueco;2020/06/02 07:00:00;;0;;0;8;1052,63;0210
Pezuela de las Torres;2020/06/02 07:00:00;;0;;0;;237,53;1111
Villar del Olmo;2020/06/02 07:00:00;;0;;0;;198,91;1795
Guadarrama;2020/06/02 07:00:00;;6,24;6;37,43;231;1440,87;0685
San Martín de Valdeiglesias;2020/06/02 07:00:00;;23,64;;35,47;99;1170,35;1338
Torrelodones;2020/06/02 07:00:00;;0;;8,43;355;1496,82;1527
Boadilla del Monte;2020/06/02 07:00:00;;5,5;8;14,66;389;712,85;0225
Torrejón de Velasco;2020/06/02 07:00:00;;0;;45,64;22;502,05;1505
Villanueva de Perales;2020/06/02 07:00:00;;0;;0;;319,9;1782
Tielmes;2020/06/02 07:00:00;;0;;75,47;36;1358,49;1467
San Sebastián de los Reyes;2020/06/02 07:00:00;;5,6;17;19,04;596;667,59;1343
Guadalix de la Sierra;2020/06/02 07:00:00;;0;;16,09;53;852,91;0679
Humanes de Madrid;2020/06/02 07:00:00;;0;6;30,39;131;663,53;0730
Chinchón;2020/06/02 07:00:00;;18,76;;56,27;30;562,75;0528
Cadalso de los Vidrios;2020/06/02 07:00:00;;131,62;;164,53;15;493,58;0318
Hoyo de Manzanares;2020/06/02 07:00:00;;35,57;;47,43;42;497,98;0724
Torrejón de la Calzada;2020/06/02 07:00:00;;11,27;;22,54;41;462,13;1492
Estremera;2020/06/02 07:00:00;;0;;0;10;793,65;0552
Corpa;2020/06/02 07:00:00;;0;;0;6;841,51;0480
Meco;2020/06/02 07:00:00;;0;;13,98;144;1006,64;0838
Madarcos;2020/06/02 07:00:00;;0;;0;;0;0783
Zarzalejo;2020/06/02 07:00:00;;0;;0;43;2593,49;1837
Arganda del Rey;2020/06/02 07:00:00;7;12,64;13;23,47;369;666,2;0148
Collado Mediano;2020/06/02 07:00:00;;0;;0;33;474,27;0468
Daganzo de Arriba;2020/06/02 07:00:00;;0;;0;45;440,96;0534
Manzanares El Real;2020/06/02 07:00:00;;0;;0;44;497,74;0822
Buitrago del Lozoya;2020/06/02 07:00:00;;0;;0;16;849,26;0278
Valdelaguna;2020/06/02 07:00:00;;0;;0;;106,72;1570
Valdepiélagos;2020/06/02 07:00:00;;0;;0;;0;1631
Casarrubuelos;2020/06/02 07:00:00;;0;;0;11;291,16;0360
Miraflores de la Sierra;2020/06/02 07:00:00;;32,74;;32,74;39;638,51;0856
Paracuellos de Jarama;2020/06/02 07:00:00;;0;;0;77;304,72;1049
El Vellón;2020/06/02 07:00:00;;0;;0;14;715,02;1684
Lozoya;2020/06/02 07:00:00;;0;;0;;172,12;0761
Collado Villalba;2020/06/02 07:00:00;;3,14;17;26,7;547;859;0474
Colmenarejo;2020/06/02 07:00:00;;0;;10,95;50;547,65;0442
Villavieja del Lozoya;2020/06/02 07:00:00;;0;;0;;0;1821
Prádena del Rincón;2020/06/02 07:00:00;;0;;0;;0;1179
La Cabrera;2020/06/02 07:00:00;;0;;0;12;449,94;0301
Sevilla la Nueva;2020/06/02 07:00:00;;10,73;;53,66;150;1609,79;1415
La Acebeda;2020/06/02 07:00:00;;0;;0;;0;0014
Redueña;2020/06/02 07:00:00;;0;;0;;769,23;1219
Robledillo de la Jara;2020/06/02 07:00:00;;0;;0;;1250;1245
La Serna del Monte;2020/06/02 07:00:00;;0;;0;;0;1381
Colmenar de Oreja;2020/06/02 07:00:00;;0;;12,45;28;348,61;0437
Rozas de Puerto Real;2020/06/02 07:00:00;;377,36;;377,36;;943,4;1283
Valdemanco;2020/06/02 07:00:00;;0;;109,41;;218,82;1586
Brunete;2020/06/02 07:00:00;;0;;9,31;117;1089,79;0262
Titulcia;2020/06/02 07:00:00;;0;;0;9;685,45;1473
Villa del Prado;2020/06/02 07:00:00;;0;6;92,02;133;2039,88;1718
Lozoyuela-Navas-Sieteiglesias;2020/06/02 07:00:00;;0;;0;;230,95;9015
Quijorna;2020/06/02 07:00:00;;0;;29,08;34;988,66;1198
Valdemoro;2020/06/02 07:00:00;9;11,84;24;31,59;861;1133,15;1610
Tres Cantos;2020/06/02 07:00:00;;0;6;12,57;449;940,87;9036
Torrelaguna;2020/06/02 07:00:00;;0;;63,03;26;546,22;1512
Rivas-Vaciamadrid;2020/06/02 07:00:00;;4,54;10;11,34;597;677,25;1230
El Atazar;2020/06/02 07:00:00;;0;;0;;0;0164
Pedrezuela;2020/06/02 07:00:00;;33,94;;33,94;30;509,16;1087
Santa María de la Alameda;2020/06/02 07:00:00;;0;;0;7;558,21;1356
Horcajuelo de la Sierra;2020/06/02 07:00:00;;0;;0;;0;0719
Arroyomolinos;2020/06/02 07:00:00;;6,37;7;22,3;193;614,73;0151
Moralzarzal;2020/06/02 07:00:00;;0;;23,03;78;598,8;0908
Canencia;2020/06/02 07:00:00;;0;;223,71;;671,14;0344
Villarejo de Salvanés;2020/06/02 07:00:00;;0;;13,63;39;531,7;1809
Serranillos del Valle;2020/06/02 07:00:00;;0;;96,04;38;912,36;1408
Villaviciosa de Odón;2020/06/02 07:00:00;;14,37;7;25,15;228;819,11;1816
Camarma de Esteruelas;2020/06/02 07:00:00;;0;;13,63;44;599,78;0323
Robledo de Chavela;2020/06/02 07:00:00;;0;;0;27;632,32;1258
Patones;2020/06/02 07:00:00;;0;;554,53;15;2772,64;1071
Navalagamella;2020/06/02 07:00:00;;0;;38,31;8;306,51;0954
Rascafría;2020/06/02 07:00:00;;0;;0;6;360,58;1202
El Boalo;2020/06/02 07:00:00;;0;;13,32;46;612,68;0231
Majadahonda;2020/06/02 07:00:00;;4,18;21;29,24;616;857,63;0800
Batres;2020/06/02 07:00:00;;0;;118,76;10;593,82;0170
Alcobendas;2020/06/02 07:00:00;;1,71;9;7,69;871;744,19;0066
Alcalá de Henares;2020/06/02 07:00:00;11;5,62;36;18,4;2468;1261,44;0053
Colmenar Viejo;2020/06/02 07:00:00;;1,97;6;11,82;484;953,66;0455
San Fernando de Henares;2020/06/02 07:00:00;6;15,22;13;32,97;439;1113,31;1300
Villalbilla;2020/06/02 07:00:00;;0;;0;94;677,33;1723
El Escorial;2020/06/02 07:00:00;;18,56;;30,94;144;890,98;0549
Colmenar del Arroyo;2020/06/02 07:00:00;;0;;57,97;53;3072,46;0421
Torrejón de Ardoz;2020/06/02 07:00:00;9;6,85;34;25,88;1064;809,89;1489
Piñuécar-Gandullas;2020/06/02 07:00:00;;0;;0;;0;1147
Brea de Tajo;2020/06/02 07:00:00;;0;;0;6;1145,04;0259
El Molar;2020/06/02 07:00:00;;0;;11,19;40;447,53;0869
Belmonte de Tajo;2020/06/02 07:00:00;;0;;0;;300,48;0199
Torres de la Alameda;2020/06/02 07:00:00;;0;;38,57;80;1028,41;1548
Somosierra;2020/06/02 07:00:00;;0;;0;;2325,58;1436
Alpedrete;2020/06/02 07:00:00;;6,86;;13,72;147;1008,58;0105
Orusco de Tajuña;2020/06/02 07:00:00;;0;;241,16;20;1607,72;1028
La Hiruela;2020/06/02 07:00:00;;0;;1754,39;;3508,77;0698
Cervera de Buitrago;2020/06/02 07:00:00;;0;;0;;2000;0395
Getafe;2020/06/02 07:00:00;10;5,45;44;23,99;1483;808,73;0650
Ribatejada;2020/06/02 07:00:00;;0;;0;;255,43;1224
Villaconejos;2020/06/02 07:00:00;;0;;0;9;265,64;1701
Valdetorres de Jarama;2020/06/02 07:00:00;;0;;0;18;400,27;1646
Madrid-Retiro;2020/05/26 07:00:00;19;15,92;53;44,42;1569;1314,98;079603
Madrid-Salamanca;2020/05/26 07:00:00;10;6,84;41;28,06;1717;1175,19;079604
Madrid-Centro;2020/05/26 07:00:00;6;4,45;27;20,02;1198;888,41;079601
Madrid-Arganzuela;2020/05/26 07:00:00;10;6,5;43;27,96;1670;1085,8;079602
Madrid-Chamartín;2020/05/26 07:00:00;;3,43;31;21,25;1745;1196,44;079605
Madrid-Tetuán;2020/05/26 07:00:00;7;4,43;25;15,82;2181;1380,18;079606
Madrid-Chamberí;2020/05/26 07:00:00;8;5,74;41;29,42;1658;1189,56;079607
Madrid-Fuencarral-El Pardo;2020/05/26 07:00:00;15;6,1;53;21,55;3152;1281,62;079608
Madrid-Moncloa-Aravaca;2020/05/26 07:00:00;10;8,37;33;27,63;1504;1259,43;079609
Madrid-Latina;2020/05/26 07:00:00;34;14,27;90;37,78;2890;1213,17;079610
Madrid-Carabanchel;2020/05/26 07:00:00;25;9,88;92;36,35;2798;1105,5;079611
Madrid-Usera;2020/05/26 07:00:00;7;5,01;31;22,18;1443;1032,62;079612
Madrid-Puente de Vallecas;2020/05/26 07:00:00;25;10,64;133;56,63;3150;1341,24;079613
Madrid-San Blas - Canillejas;2020/05/26 07:00:00;11;6,96;37;23,4;1521;961,79;079620
Madrid-Barajas;2020/05/26 07:00:00;;6,13;8;16,34;447;913,27;079621
Madrid-Moratalaz;2020/05/26 07:00:00;10;10,57;62;65,56;1374;1452,89;079614
Madrid-Ciudad Lineal;2020/05/26 07:00:00;16;7,4;52;24,04;2315;1070,35;079615
Madrid-Hortaleza;2020/05/26 07:00:00;12;6,38;43;22,85;1829;971,91;079616
Madrid-Villaverde;2020/05/26 07:00:00;18;12,08;37;24,84;1469;986,26;079617
Madrid-Villa de Vallecas;2020/05/26 07:00:00;;3,62;31;28,09;1251;1133,51;079618
Madrid-Vicálvaro;2020/05/26 07:00:00;14;19,42;60;83,23;873;1210,97;079619
Pozuelo de Alarcón;2020/05/26 07:00:00;;4,63;25;28,93;837;968,5;1150
Alcorcón;2020/05/26 07:00:00;13;7,62;45;26,39;1915;1123,07;0072
Navalcarnero;2020/05/26 07:00:00;;13,65;9;30,72;188;641,68;0967
San Agustín del Guadalix;2020/05/26 07:00:00;;7,47;15;112,12;78;583;1296
Las Rozas de Madrid;2020/05/26 07:00:00;;5,22;22;22,96;850;887,14;1277
Moraleja de Enmedio;2020/05/26 07:00:00;;0;;19,47;28;545,17;0894
Valdaracete;2020/05/26 07:00:00;;0;;328,41;7;1149,43;1551
Pozuelo del Rey;2020/05/26 07:00:00;;0;;0;;174,37;1163
Puebla de la Sierra;2020/05/26 07:00:00;;0;;0;;0;1185
Perales de Tajuña;2020/05/26 07:00:00;;0;;0;11;374,79;1104
Valdemorillo;2020/05/26 07:00:00;;0;;15,98;50;399,42;1603
Navalafuente;2020/05/26 07:00:00;;0;;0;7;483,09;0941
Velilla de San Antonio;2020/05/26 07:00:00;;0;;32,69;76;621,12;1678
Villanueva de la Cañada;2020/05/26 07:00:00;;4,66;6;27,98;164;764,75;1760
Villanueva del Pardillo;2020/05/26 07:00:00;;0;;17,46;111;646,1;1776
Nuevo Baztán;2020/05/26 07:00:00;;0;;15,93;30;478,01;1006
Villamantilla;2020/05/26 07:00:00;;69,4;;69,4;8;555,17;1757
Villamanta;2020/05/26 07:00:00;;0;;0;16;626,22;1744
Cabanillas de la Sierra;2020/05/26 07:00:00;;0;;0;10;1322,75;0297
Cenicientos;2020/05/26 07:00:00;;49,19;;98,38;33;1623,22;0376
Puentes Viejas;2020/05/26 07:00:00;;0;;0;;294,55;9020
Aranjuez;2020/05/26 07:00:00;8;13,42;13;21,81;467;783,47;0133
Cercedilla;2020/05/26 07:00:00;;28,47;9;128,1;122;1736,41;0382
Santorcaz;2020/05/26 07:00:00;;0;;0;7;790,07;1369
Coslada;2020/05/26 07:00:00;6;7,35;28;34,29;839;1027,42;0493
Morata de Tajuña;2020/05/26 07:00:00;;0;;26,03;97;1262,53;0915
Robregordo;2020/05/26 07:00:00;;0;;0;;0;1261
